№ УИК,Адрес голосования,Координаты
1105.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Рихарда Зорге улица, дом 13, корпус 2, ",59.84923399999999 30.187854
1106.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Рихарда Зорге улица, дом 13, корпус 2, ",59.84923399999999 30.187854
1107.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 28, ",59.855159 30.1897489
1108.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 28, ",59.855159 30.1897489
1109.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 28, ",59.855159 30.1897489
1110.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 28, ",59.855159 30.1897489
1111.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 28, ",59.855159 30.1897489
1112.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Ленинский проспект, дом 80, корпус 2, ",59.8594453 30.1946201
1113.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Рихарда Зорге улица, дом 13, корпус 2, ",59.84923399999999 30.187854
1114.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 25, корпус 2, ",59.85200099999999 30.1826739
1115.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 25, корпус 3, ",59.852241 30.180838
1116.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 25, корпус 3, ",59.852241 30.180838
1117.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 25, корпус 2, ",59.85200099999999 30.1826739
1118.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 25, корпус 3, ",59.852241 30.180838
1119.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 19, ",59.85716600000001 30.18508009999999
1120.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 19, ",59.85716600000001 30.18508009999999
1121.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Кузнецова проспект, дом 19, ",59.85716600000001 30.18508009999999
1122.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 14, корпус 3, ",59.8578364 30.1638329
1123.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 16, корпус 4, ",59.860049 30.169006
1124.0,"198206, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Капитана Грищенко улица, дом 3, корпус 1, ",59.8504626 30.1394945
1125.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 14, корпус 3, ",59.8578364 30.1638329
1126.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 14, корпус 3, ",59.8578364 30.1638329
1127.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 16, корпус 4, ",59.860049 30.169006
1128.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 16, корпус 4, ",59.860049 30.169006
1129.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Ленинский проспект, дом 72, корпус 2, ",59.8612956 30.1834496
1130.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Ленинский проспект, дом 80, корпус 2, ",59.8594453 30.1946201
1131.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Ленинский проспект, дом 80, корпус 2, ",59.8594453 30.1946201
1132.0,"198332, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Ленинский проспект, дом 80, корпус 2, ",59.8594453 30.1946201
1133.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 14, корпус 3, ",59.8578364 30.1638329
1134.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 16, корпус 4, ",59.860049 30.169006
1135.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Маршала Захарова улица, дом 16, корпус 4, ",59.860049 30.169006
1136.0,"198206, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Адмирала Коновалова улица, дом 6, корпус 2, ",59.8505331 30.1529034
1137.0,"198206, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Адмирала Коновалова улица, дом 6, корпус 2, ",59.8505331 30.1529034
1138.0,"198328, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Южно-Приморский, Капитана Грищенко улица, дом 3, корпус 1, ",59.8504626 30.1394945
633.0,"198302, Город Санкт-Петербург, Кировский район, муниципальное образование муниципальный округ Красненькая речка, улица Морской Пехоты, дом 8, корпус 3, литера А, ",59.8617 30.2462089
634.0,"198302, Город Санкт-Петербург, Кировский район, муниципальное образование муниципальный округ Красненькая речка, улица Морской Пехоты, дом 8, корпус 3, литера А, ",59.8617 30.2462089
